StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,RelevantID_First Click,RelevantID_Last Click,RelevantID_Page Submit,RelevantID_Click Count,Consent 1,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q7,Q8,Q9,Q10_1,Q11_1,Q11_2,Q12,Q13,Q14 - version 1,Q14 - version 2,Q15 - Group 1,Q15 - Group 2,Q15 - Group 3,Q15 - Group 4,Q15 - Group 5,Q15 - Group 6,Q15 - Group 7,Q15 - Group 8,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q20,Q21,Q22,SC0,opp,isNew,Q_TotalDuration,rid,RISN,V,transaction_id,expected_loi,expected_ir,gc,term,SVID,PS,Q_BallotBoxStuffing,Q_CHL,tg,age,LS,ClientDuration,gender,university_education,age_group,weight_poststratify,count,sample_proportion,source.x,Freq,population_proportion,source.y,weight_manually_calculated
2024-02-22T05:08:14Z,2024-02-22T05:10:42Z,IP Address,100,148,True,2024-02-22T05:10:43Z,R_29oX5OkvyYlKGLo,anonymous,EN,1,NA,0,0,NA,0,0,1.121,0,Подтверждаю,37,Москва,Москва,Мужской,Высшее образование (бакалавриат / специалитет),Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно не согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю этот способ допустимым, и сам(а) участвовал (а)",Очень редко,Радио,3,NA,"Cкорее, одобряю",NA,NA,NA,NA,NA,NA,NA,"Cкорее, не одобряю  ",7,Полностью применимо,Полностью применимо,Полностью применимо,Полностью применимо,Полностью применимо,Да,Да,Скорее нет,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало значительно лучше, чем раньше","Стало значительно лучше, чем раньше",102,Qual5353-8-11-Rissianx2panel,NA,148,NA,NA,F,6dTwOWDkz6Z8TCvrJLSqtn,5,.75,1,NA,20962598,1663,NA,anonymous,NA,35-44,NA,148,Man,BA+,35-44,89611.74285714286,35,0.02147239263803681,February Survey,3136411,0.026253474498807453,Census 2020,1.2226618123730328
2024-02-22T05:07:42Z,2024-02-22T05:10:55Z,IP Address,100,191,True,2024-02-22T05:10:56Z,R_2fARYcCUOsa19yL,anonymous,EN,1,NA,0,0,NA,0,0,1.1359999999999999,0,Подтверждаю,35,Москва,В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (бакалавриат / специалитет),Скорее доверяют,Скорее доверяют,Отказ от ответа,Затрудняюсь ответить,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Затрудняюсь ответить,Не слежу за новостями,NA,0,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Стало значительно хуже, чем раньше",Практически ничего не изменилось,470,Qual5353-8-11-Rissianx2panel,NA,191,NA,NA,F,0yzyaGWsUAJIzEekl0u57L,5,.75,1,NA,20962598,1663,NA,anonymous,NA,35-44,NA,191,Woman,BA+,35-44,29301.213333333333,150,0.09202453987730061,February Survey,4395182,0.036790075839747256,Census 2020,0.3997854907919202
2024-02-22T05:06:59Z,2024-02-22T05:11:12Z,IP Address,100,253,True,2024-02-22T05:11:13Z,R_7Idd93UF3R5Oqbf,anonymous,EN,1,NA,0,0,NA,0,0,1.143,0,Подтверждаю,44,Свердловская область,В городе 250-500 тыс. жителей,Мужской,"Законченное среднее образование (школа, лицей, гимназия)",Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Интернет-ресурсы,2,NA,NA,NA,NA,NA,NA,"Oпределенно, не одобряю ",NA,NA,"Oпределенно, не одобряю ",9,Полностью применимо,скорее неприменимо,Полностью применимо,скорее неприменимо,скорее неприменимо,Скорее да,Нет,Скорее да,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности",Практически ничего не изменилось,Практически ничего не изменилось,114,Qual5353-8-11-Rissianx2panel,NA,253,NA,NA,F,7erWhbB2g5js3OBu24EYQA,5,.75,1,NA,20962598,1663,NA,anonymous,NA,35-44,NA,253,Man,BA-,35-44,201759.5,44,0.026993865030674847,February Survey,8877418,0.07430884124505821,Census 2020,2.752804800669202
2024-02-22T05:07:50Z,2024-02-22T05:11:18Z,IP Address,100,208,True,2024-02-22T05:11:18Z,R_2J79u60YztnI4pP,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.151,0,Подтверждаю,38,Нижегородская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Незаконченное высшее (не менее трех курсов вуза),Скорее не доверяют,Скорее не доверяют,Затрудняюсь ответить,Опустили бы недействительный бюллетень / испортили или унесли бюллетень,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Интернет-ресурсы,0,NA,NA,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,"Cкорее, не одобряю  ",4,скорее неприменимо,скорее неприменимо,скорее неприменимо,скорее неприменимо,скорее неприменимо,Скорее да,Скорее нет,Скорее да,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,194,Qual5353-8-11-Rissianx2panel,NA,208,NA,NA,F,3SOgmQe5IeGmEjCzXG12v7,5,.75,1,NA,20962598,1663,NA,anonymous,NA,35-44,NA,208,Man,BA-,35-44,201759.5,44,0.026993865030674847,February Survey,8877418,0.07430884124505821,Census 2020,2.752804800669202
2024-02-22T05:06:21Z,2024-02-22T05:11:28Z,IP Address,100,308,True,2024-02-22T05:11:30Z,R_4rGSWq1k5b5nZx7,anonymous,EN,1,NA,0,10,NA,0,0,1.054,0,Подтверждаю,42,Республика Татарстан (Татарстан),В городе 500 тыс.-1 млн. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,2,NA,NA,NA,NA,"Cкорее, одобряю",NA,NA,NA,NA,"Cкорее, одобряю",5,абсолютно не применимо,частично применимо,скорее неприменимо,частично применимо,частично применимо,Скорее нет,Скорее да,Скорее да,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,122,Qual5353-8-11-Rissianx2panel,NA,308,NA,NA,F,1EkAlem87UZeeUNfPYqyNg,5,.75,1,NA,20962598,1663,NA,anonymous,NA,35-44,NA,308,Man,BA-,35-44,201759.5,44,0.026993865030674847,February Survey,8877418,0.07430884124505821,Census 2020,2.752804800669202
2024-02-22T05:08:12Z,2024-02-22T05:11:34Z,IP Address,100,200,True,2024-02-22T05:11:35Z,R_7qIkk7HJ0bPiC4N,anonymous,EN,1,NA,0,0,NA,0,0,1.0469999999999999,0,Подтверждаю,45,Чувашская Республика - Чувашия,В городе 500 тыс.-1 млн. жителей,Мужской,Высшее образование (магистратура),Скорее доверяют,Скорее доверяют,Затрудняюсь ответить,Павел Грудинин,"Подчиняться закону во всех случаях, без исключений",Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,0,NA,NA,NA,NA,NA,"Cкорее, одобряю",NA,NA,NA,"Cкорее, одобряю",4,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Нет,Да,Нет,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,228,Qual5353-8-11-Rissianx2panel,NA,200,NA,NA,F,4AdcLivNnUvGCiCjOwVTxZ,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,200,Man,BA+,45-54,52440.054054054046,37,0.022699386503067485,February Survey,1940282,0.016241220939314113,Census 2020,0.7154916251643785
2024-02-22T05:06:29Z,2024-02-22T05:11:34Z,IP Address,100,305,True,2024-02-22T05:11:36Z,R_6cW0L3PxqFxAKwV,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.1100000000000001,0,Подтверждаю,43,Ярославская область,В городе 500 тыс.-1 млн. жителей,Мужской,Высшее образование (магистратура),Полностью доверяют,Скорее доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,Затрудняюсь ответить,Затрудняюсь ответить,Иногда,Телевидение,NA,4,NA,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,"Oпределенно, не одобряю ",Затрудняюсь ответить   ,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",327,Qual5353-8-11-Rissianx2panel,NA,305,NA,NA,F,0D1Q1R4bFmlo5MvDkBC08d,5,.75,1,NA,20962598,1663,NA,anonymous,NA,35-44,NA,305,Man,BA+,35-44,89611.74285714286,35,0.02147239263803681,February Survey,3136411,0.026253474498807453,Census 2020,1.2226618123730328
2024-02-22T05:07:40Z,2024-02-22T05:11:41Z,IP Address,100,240,True,2024-02-22T05:11:42Z,R_7QMHZeFFk2fgXKc,anonymous,EN,1,NA,0,0,NA,0,0,1.014,0,Подтверждаю,49,Москва,Москва,Женский,Высшее образование (бакалавриат / специалитет),Скорее не доверяют,Скорее не доверяют,Затрудняюсь ответить,Затрудняюсь ответить,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","В чем-то согласны, в чем-то нет","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Очень редко,Социальные сети и мессенджеры,NA,1,NA,NA,NA,NA,NA,NA,"Cкорее, одобряю",NA,Затрудняюсь ответить   ,3,абсолютно не применимо,скорее неприменимо,абсолютно не применимо,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна",Практически ничего не изменилось,"Стало немного хуже, чем раньше",282,Qual5353-8-11-Rissianx2panel,NA,240,NA,NA,F,6cyfvFm6rXVs0HgLMREUMz,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,240,Woman,BA+,45-54,26405.899082568805,109,0.06687116564417178,February Survey,2878243,0.02409246721870031,Census 2020,0.36028184923377526
2024-02-22T05:05:27Z,2024-02-22T05:11:47Z,IP Address,100,379,True,2024-02-22T05:11:48Z,R_5dTmjmXIXNcRFWX,anonymous,EN,1,NA,0,0,NA,0,0,1.0669999999999999,0,Подтверждаю,49,Республика Карелия,В городе 250-500 тыс. жителей,Мужской,Высшее образование (бакалавриат / специалитет),Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Затрудняюсь ответить,Не стал бы участвовать в выборах,"Подчиняться закону во всех случаях, без исключений","В чем-то согласны, в чем-то нет","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,NA,0,"Определенно, одобряю",NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю  ",1,Затрудняюсь ответить,Полностью применимо,Затрудняюсь ответить,абсолютно не применимо,частично применимо,Скорее нет,Скорее да,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Затрудняюсь ответить,266,Qual5353-8-11-Rissianx2panel,NA,379,NA,NA,F,0MaeVLNNFHuYMXUbgV6DJJ,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,379,Man,BA+,45-54,52440.054054054046,37,0.022699386503067485,February Survey,1940282,0.016241220939314113,Census 2020,0.7154916251643785
2024-02-22T05:06:51Z,2024-02-22T05:11:53Z,IP Address,100,301,True,2024-02-22T05:11:54Z,R_5Pupy49Ssw0NVK1,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.0569999999999999,0,Подтверждаю,50,Воронежская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,Затрудняюсь ответить,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Интернет-ресурсы,NA,2,NA,"Oпределенно, не одобряю ",NA,NA,NA,NA,NA,NA,"Cкорее, одобряю",10 (полностью оправданно),Полностью применимо,абсолютно не применимо,Полностью применимо,абсолютно не применимо,скорее неприменимо,Да,Нет,Да,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,167,Qual5353-8-11-Rissianx2panel,NA,301,NA,NA,F,2kyRtcnjiF3N4snqStePQS,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,301,Man,BA+,45-54,52440.054054054046,37,0.022699386503067485,February Survey,1940282,0.016241220939314113,Census 2020,0.7154916251643785
2024-02-22T05:08:36Z,2024-02-22T05:12:00Z,IP Address,100,204,True,2024-02-22T05:12:01Z,R_2JmU5dQeUyBbaSX,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.0129999999999999,0,Подтверждаю,23,Свердловская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Социальные сети и мессенджеры,0,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,NA,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,скорее неприменимо,частично применимо,абсолютно не применимо,Затрудняюсь ответить,Затрудняюсь ответить,Скорее да,Затрудняюсь ответить,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",119,Qual5353-8-11-Rissianx2panel,NA,204,NA,NA,F,1kDWObAvpTsCxPervsXaKf,5,.75,1,NA,20962598,1663,NA,anonymous,NA,18-24,NA,204,Man,BA+,18-24,154515.33333333334,3,0.0018404907975460123,February Survey,463546,0.003880133404080077,Census 2020,2.108205816216842
2024-02-22T05:05:55Z,2024-02-22T05:12:06Z,IP Address,100,371,True,2024-02-22T05:12:08Z,R_7SusJZOz6I02nvP,anonymous,EN,1,NA,0,0,NA,0,0,1.4159999999999999,0,Подтверждаю,50,Пермский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Полностью доверяют,Скорее доверяют,Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Телевидение,NA,2,NA,NA,NA,NA,NA,NA,NA,"Oпределенно, не одобряю ","Cкорее, одобряю",9,Полностью применимо,абсолютно не применимо,частично применимо,абсолютно не применимо,абсолютно не применимо,Да,Нет,Да,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,106,Qual5353-8-11-Rissianx2panel,NA,371,NA,NA,F,1YR5NsRX8CFbVQjmiZHCjd,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,371,Man,BA-,45-54,153742.125,48,0.029447852760736196,February Survey,7379622,0.061771469997981276,Census 2020,2.0976561686814477
2024-02-22T05:06:18Z,2024-02-22T05:12:11Z,IP Address,100,353,True,2024-02-22T05:12:12Z,R_6PjvGUi3i6P6YwT,anonymous,EN,1,NA,0,0,NA,0,0,1.0129999999999999,0,Подтверждаю,57,Москва,Москва,Женский,Высшее образование (бакалавриат / специалитет),Скорее доверяют,Совсем не доверяют,Одобряю,Не стал бы участвовать в выборах,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Очень редко,Интернет-ресурсы,1,NA,NA,NA,NA,"Определенно, одобряю",NA,NA,NA,NA,"Определенно, одобряю  ",0 (совершенно не оправданно),абсолютно не применимо,частично применимо,абсолютно не применимо,Полностью применимо,Полностью применимо,Нет,Да,Скорее да,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности","Стало значительно хуже, чем раньше",Практически ничего не изменилось,96,Qual5353-8-11-Rissianx2panel,NA,353,NA,NA,F,05r50LblcAas4H7rcRFMP5,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,353,Woman,BA+,55-64,117192.70000000001,20,0.012269938650306749,February Survey,2343854,0.01961933918033314,Census 2020,1.598976143197151
2024-02-22T05:08:28Z,2024-02-22T05:12:14Z,IP Address,100,226,True,2024-02-22T05:12:15Z,R_6KJAUss3k7dZlnk,anonymous,EN,1,NA,0,0,NA,0,0,1.0780000000000001,0,Подтверждаю,35,Москва,Москва,Женский,Высшее образование (бакалавриат / специалитет),Отказ от ответа,Затрудняюсь ответить,Отказ от ответа,Отказ от ответа,Отказ от ответа,Совершенно согласны,Отказ от ответа,Отказ от ответа,Отказ от ответа,Интернет-ресурсы,NA,4,NA,NA,NA,Отказ от ответа,NA,NA,NA,NA,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Затрудняюсь ответить,Затрудняюсь ответить,1052,Qual5353-8-11-Rissianx2panel,NA,226,NA,NA,F,4G4r7ERJOydArP9lO5rcNJ,5,.75,1,NA,20962598,1663,NA,anonymous,NA,35-44,NA,226,Woman,BA+,35-44,29301.213333333333,150,0.09202453987730061,February Survey,4395182,0.036790075839747256,Census 2020,0.3997854907919202
