RecordedDate,ResponseId,Duration,age,age_group,region,region_group,locality,gender,education,nationality,trust_president_Q7_1,trust_gov_Q7_2,putin_approve_Q8,president_candidate_Q9,street_action_Q10,law_Q11,protest_authorization_Q12_1,protest_arrest_participants_Q12_2,protest_arrest_organizers_Q12_3,media_foreign_websites_Q13_1,media_surveilliance_Q13_2,media_foreign_agents_Q13_3,navalny_Q14,citizen_proud_Q15,protest_participate_authorized_Q16_1,protest_participate_unauthorized_Q16_2,follow_politics_Q17,information_source_Q18,tv_channels_Q19,tv_channels_grouped_Q19,trust_regional_federal_Q20,list_experiment_control_Q21_v1,list_experiment_treatment_Q21_v2,group_experiment_v1_admin,group_experiment_v1_protesters,group_experiment_v1_police,group_experiment_v2_admin,group_experiment_v2_protesters,group_experiment_v2_police,group_experiment_v3_admin,group_experiment_v3_protesters,group_experiment_v3_police,group_experiment_v4_admin,group_experiment_v4_protesters,group_experiment_v4_police,group_experiment_v5_admin,group_experiment_v5_protesters,group_experiment_v5_police,group_experiment_v6_admin,group_experiment_v6_protesters,group_experiment_v6_police,group_experiment_v7_admin,group_experiment_v7_protesters,group_experiment_v7_police,group_experiment_v8_admin,group_experiment_v8_protesters,group_experiment_v8_police,protest_attitude_Q23,family_finance_today_Q24,russian_economy_Q25,personal_wealth_Q26,trust_others_Q27
2023-08-11 14:43:44,R_UQtekgmLDidiZCp,638,73,65+,Удмуртская Республика,Other,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),Русские,"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",no_answer,Не стал бы участвовать в выборах,no_answer,"Подчиняться закону во всех случаях, без исключений",no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,Совершенно согласны,no_answer,no_answer,Иногда,Телевидение,Россия 1/Россия 24,Other,Федеральным,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",Скорее не согласны
2023-08-12 00:29:23,R_zSuiTkrrmEEtLSp,661,74,65+,Калужская область,Other,В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (бакалавриат / специалитет),Армяне,Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Скорее оправданно,Скорее оправданно,Скорее оправданно,no_answer,Не слышали о таком,Скорее оправданно,Не одобряю,Совершенно согласны,no_answer,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал",Watches Channel 1,В равной степени региональным и федеральным,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше",Практически ничего не изменилось,Скорее не согласны
2023-08-12 00:55:37,R_5z62F9h2Mldmkff,633,70,65+,Свердловская область,Other,В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (бакалавриат / специалитет),Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Скорее не оправдано,Скорее оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,no_answer,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,НТВ ,Телеканал Звезда ,Пятый канал",Watches Channel 1,В равной степени региональным и федеральным,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю","Определенно, не одобряю","Определенно, одобряю",NA,NA,NA,Не поддерживаете,В настоящее время Вы можете практически ни в чем себе не отказывать,"Стало значительно лучше, чем раньше","Стало немного лучше, чем раньше",no_answer
2023-08-12 06:44:36,R_1jVQu04T3ctzHSg,969,70,65+,Алтайский край,Other,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,4,"Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Скорее оправданно,Совершенно оправданно,Скорее не оправдано,Скорее оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,"Россия 1/Россия 24 ,Первый канал ,НТВ ,Пятый канал ,МИР",Watches Channel 1,В равной степени региональным и федеральным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Определенно, одобряю","Скорее, не одобряю",NA,NA,NA,Не поддерживаете,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",Скорее согласны
2023-08-13 06:44:11,R_1rxKr6eOWYoAQRN,316,67,65+,Калужская область,Other,В городе 250-500 тыс. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Русские,Скорее не доверяют,Скорее не доверяют,Не одобряю,Сергей Миронов,4,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее не оправдано,Скорее не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,no_answer,Скорее не согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Интернет-ресурсы,"НТВ ,Пятый канал ,ОТР ,Евроньюс ,ТВ Центр  ,ТНТ ,ТВ-3 ,СТС",Other,no_answer,NA,0,"Скорее, не одобряю","Скорее, одобряю","Скорее, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно хуже, чем раньше","Стало немного хуже, чем раньше",Скорее не согласны
2023-08-13 12:53:56,R_2B5Sldve76ne2Ck,275,78,65+,Москва,Moscow/St Petersburg,Москва,Женский,"Законченное среднее образование (школа, лицей, гимназия)",Русские,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,СТС,Other,no_answer,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,no_answer,no_answer
2023-08-14 06:32:14,R_27Nn6cR8B95Sc4l,680,72,65+,Новосибирская область,Other,В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (магистратура),Русские,Полностью доверяют,Скорее доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Не одобряю,Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,"Россия 1/Россия 24 ,РБК ,Первый канал ,РЕН ТВ ,НТВ ,Телеканал Звезда ,Пятый канал ,ОТР ,ТВ Центр  ,ТВ-3 ,СТС",Watches Channel 1,В равной степени региональным и федеральным,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие","На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности","Стало значительно хуже, чем раньше","Стало немного хуже, чем раньше",Совершенно не согласны
2023-08-14 11:39:30,R_UhzbJkA664mYCml,231,67,65+,Санкт-Петербург,Moscow/St Petersburg,Санкт-Петербург,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Русские,Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,4,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее оправданно,Скорее не оправдано,Скорее не оправдано,Скорее оправданно,Скорее оправданно,Скорее оправданно,Не слышали от таком/не знаете такого,Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),no_answer,Телевидение,"Россия 1/Россия 24 ,Первый канал",Watches Channel 1,В равной степени региональным и федеральным,NA,4,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,"Стало немного хуже, чем раньше",Скорее согласны
2023-08-14 12:03:55,R_2R4W9MNDebn6aiK,519,65,65+,Кемеровская область,Other,В городе 500 тыс.-1 млн. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,no_answer,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Не слышали о таком,no_answer,no_answer,Совершенно согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Не слежу,Телевидение,"Россия 1/Россия 24 ,РЕН ТВ ,НТВ ,Телеканал Звезда ,Пятый канал ,ТВ Центр  ,ТВ-3 ,СТС",Other,Исключительно федеральным,NA,2,NA,NA,NA,"Скорее, не одобряю","Определенно, одобряю","Скорее, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно лучше, чем раньше","Стало немного лучше, чем раньше",Скорее согласны
2023-08-14 14:46:10,R_3QXjepU8Wr294xx,404,67,65+,Московская область,Other,В городе 100-250 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,no_answer,no_answer,no_answer,Не одобряю,Совершенно согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,"Россия 1/Россия 24 ,Первый канал ,НТВ ,Пятый канал ,ТВ-3",Watches Channel 1,no_answer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",no_answer,"Стало значительно хуже, чем раньше",Совершенно не согласны
2023-08-14 15:30:33,R_3j2KYVDoplP7bDH,707,68,65+,Москва,Moscow/St Petersburg,Москва,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Русские,Скорее доверяют,Скорее доверяют,Одобряю,Павел Грудинин,2,no_answer,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Скорее оправданно,Скорее не оправдано,Скорее не оправдано,Одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",no_answer,Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал ,НТВ ,Телеканал Звезда ,Russia Today",Watches Channel 1,Скорее региональным,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю","Определенно, не одобряю","Скорее, одобряю",Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного лучше, чем раньше",Практически ничего не изменилось,Скорее согласны
2023-08-14 16:13:58,R_8cySzhnVWQPPMDT,708,68,65+,Рязанская область,Other,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (магистратура),Русские,"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,no_answer,Скорее оправданно,no_answer,no_answer,Скорее оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,"Россия 1/Россия 24 ,Первый канал ,НТВ ,ОТР",Watches Channel 1,Скорее федеральным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю","Скорее, не одобряю","Скорее, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности",Практически ничего не изменилось,"Стало немного хуже, чем раньше",Скорее не согласны
2023-08-14 16:35:19,R_2RWxSh6PfjHSRlY,673,68,65+,Ростовская область,Other,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),Русские,Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,3,"Подчиняться закону во всех случаях, без исключений",Скорее оправданно,Скорее оправданно,Совершенно оправданно,Скорее оправданно,Скорее оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,НТВ",Watches Channel 1,В равной степени региональным и федеральным,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, не одобряю",no_answer,"Скорее, одобряю",Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Практически ничего не изменилось,Скорее не согласны
2023-08-14 17:14:42,R_1rAfLCBiiLhC9Bh,600,67,65+,Пермский край,Other,В городе 100-250 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Русские,Полностью доверяют,Скорее доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Полностью не оправдано,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал ,НТВ ,Пятый канал",Watches Channel 1,В равной степени региональным и федеральным,NA,2,NA,NA,NA,NA,NA,NA,no_answer,"Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного лучше, чем раньше",Практически ничего не изменилось,no_answer
2023-08-14 17:17:41,R_2RTYhIxaQ8l6kmF,331,66,65+,Самарская область,Other,В городе 500 тыс.-1 млн. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Русские,Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,2,"Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,"Россия 1/Россия 24 ,РБК ,Первый канал ,НТВ ,Телеканал Звезда ,Пятый канал",Watches Channel 1,Федеральным,1,NA,NA,NA,NA,"Скорее, одобряю","Скорее, одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше",Практически ничего не изменилось,Скорее согласны
2023-08-14 17:44:19,R_QggfQg6G84cf7zz,464,69,65+,Московская область,Other,В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (бакалавриат / специалитет),Русские,Скорее не доверяют,Совсем не доверяют,Не одобряю,Не стал бы участвовать в выборах,"1
не влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,no_answer,Совершенно не согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Социальные сети и мессенджеры,Ничего из перечисленного,Other,no_answer,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, не одобряю","Скорее, не одобряю","Определенно, не одобряю",NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие",Денег хватает только на самое необходимое ,"Стало значительно хуже, чем раньше","Стало немного хуже, чем раньше",Совершенно не согласны
2023-08-14 19:14:13,R_2DZT6l1GcjbQSHI,297,70,65+,Хабаровский край,Other,В городе 100-250 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Русские,Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,2,"Подчиняться закону во всех случаях, без исключений",Скорее оправданно,Скорее оправданно,Совершенно оправданно,Скорее оправданно,Скорее оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,"Телеканал Звезда ,Пятый канал",Other,no_answer,NA,4,"Скорее, одобряю","Скорее, одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного лучше, чем раньше",Скорее согласны
2023-08-14 20:09:49,R_Ww9XMaQGGGQZ7wd,344,65,65+,Тамбовская область,Other,В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (бакалавриат / специалитет),Русские,"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",no_answer,Не стал бы участвовать в выборах,"1
не влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее не оправдано,no_answer,no_answer,Скорее оправданно,Скорее не оправдано,no_answer,Не одобряю,Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Россия 1/Россия 24 ,НТВ ,Пятый канал",Other,no_answer,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,"Поддерживаете, но не готовы принять участие","На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности",Практически ничего не изменилось,Практически ничего не изменилось,Скорее согласны
2023-08-15 01:52:36,R_3MhrlQrw9Zswtfs,736,74,65+,Курганская область,Other,В городе 250-500 тыс. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Русские,"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",Одобряю,Опустили бы недействительный бюллетень / испортили или унесли бюллетень,3,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,НТВ ,Телеканал Звезда ,Пятый канал ,ОТР ,Russia Today ,ТВ Центр  ,ТНТ",Watches Channel 1,Скорее федеральным,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, не одобряю","Скорее, одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие","На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности",Практически ничего не изменилось,"Стало немного хуже, чем раньше",Скорее согласны
2023-08-15 04:43:26,R_pfx5z33QMLcVAEF,393,71,65+,Свердловская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Незаконченное высшее (не менее трех курсов вуза),Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,2,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,no_answer,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",no_answer,Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал ,НТВ ,ТВ Центр ",Watches Channel 1,Федеральным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности","Стало значительно лучше, чем раньше",Практически ничего не изменилось,Скорее не согласны
2023-08-15 05:49:43,R_3L26QUHPppfU2uQ,796,70,65+,Тюменская область,Other,В городе / поселке / селе 100 тыс. и менее жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Скорее оправданно,Скорее не оправдано,Скорее оправданно,Скорее оправданно,Полностью не оправдано,Полностью не оправдано,no_answer,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,НТВ ,Телеканал Звезда ,Пятый канал ,ОТР ,ТВ Центр  ,ТНТ ,ТВ-3",Watches Channel 1,В равной степени региональным и федеральным,NA,4,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",Скорее согласны
2023-08-15 08:28:54,R_1Hhl7DCSumfbcdK,472,65,65+,Новосибирская область,Other,В городе 500 тыс.-1 млн. жителей,Женский,Незаконченное высшее (не менее трех курсов вуза),Русские,Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Совершенно оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Не слежу,Интернет-ресурсы,"Россия 1/Россия 24 ,РБК ,Первый канал ,РЕН ТВ ,НТВ ,ОТР ,ТВ Центр  ,СТС",Watches Channel 1,Скорее федеральным,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",no_answer
2023-08-15 10:25:35,R_2RXnHrBwyG58QlP,339,66,65+,Московская область,Other,В городе 250-500 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Скорее оправданно,Скорее оправданно,Скорее не оправдано,Скорее не оправдано,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Россия 1/Россия 24 ,НТВ ,Евроньюс ,ТВ Центр ",Other,В равной степени региональным и федеральным,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, не одобряю","Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного лучше, чем раньше",Практически ничего не изменилось,Скорее согласны
2023-08-15 14:31:20,R_3FUKT0v61TM6BCC,492,65,65+,Республика Коми,Other,В городе 100-250 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Коми,"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",no_answer,Не стал бы участвовать в выборах,2,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Скорее не оправдано,Скорее оправданно,Полностью не оправдано,Полностью не оправдано,Скорее оправданно,Не одобряю,"В чем-то согласны, в чем-то нет",no_answer,no_answer,Очень редко,Телевидение,"Россия 1/Россия 24 ,Первый канал",Watches Channel 1,В равной степени региональным и федеральным,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, не одобряю","Скорее, одобряю","Поддерживаете, но не готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше",no_answer,Скорее не согласны
