StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,RelevantID_First Click,RelevantID_Last Click,RelevantID_Page Submit,RelevantID_Click Count,Consent 1 ,Q1,Q2,Q3,Q4,Q5,Q6_1,Q7,Q8,Q9_1,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q11,Q12,DV1A,DV1B,DV1C,DV1D,DV2,DV3,Q16_1,Q16_2,Q16_3,Q17_1,Q17_2,Q18_1,Q18_2,Q18_3,Q19,Q20_1,Q21,Q22,Q23,SC0,opp,Q_TotalDuration,rid,RISN,V,transaction_id,expected_loi,expected_ir,gc,term,SVID,PS,Q_BallotBoxStuffing,Q_CHL,age,LS,ClientDuration
01/04/2024 11:36,01/04/2024 11:48,IP Address,100,717,True,01/04/2024 11:48,R_2Hz7j5mJMKen2Mv,anonymous,EN,1,,0,0,,0,0,1.387,0,Подтверждаю,30,Иркутская область,В городе 250-500 тыс. жителей,Женский,Незаконченное высшее (не менее трех курсов вуза),82,Да,Не слежу  ,Совершенно согласны,,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,Не слежу за новостями ,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,Скорее не контролирует политическую ситуацию,,Большинство,Скорее не контролирует элиты,Затрудняюсь ответить,Скорее не соблюдаются,Скорее соблюдаются,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,4,Маловероятна,Денег хватает только на самое необходимое  ,Практически ничего не изменилось ,Практически ничего не изменилось ,63,Qual0196-1602Russia,717,,,F,5UTyrlRALpcylmoe13j0s3,5,.75,1,,24281424,809,,anonymous,25-34,,717
01/04/2024 11:42,01/04/2024 11:48,IP Address,100,352,True,01/04/2024 11:48,R_8YrMMNUQ1FGIAEf,anonymous,EN,0.899999976,,0,0,,0,0,1.154,0,Подтверждаю,45,Республика Крым,В городе 100-250 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),81,Затрудняюсь ответить,Иногда ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",Полностью контролирует политическую ситуацию ,,,,Подавляющее большинство,Полностью контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало немного лучше, чем раньше ","Стало значительно лучше, чем раньше ",80,Qual0196-1602Russia,352,,,F,1iUaZrofCK6fjnOcNc90NW,5,.75,1,,24281424,809,,anonymous,45-54,,352
01/04/2024 11:43,01/04/2024 11:48,IP Address,100,305,True,01/04/2024 11:48,R_8JjTs6ngO7kpjzY,anonymous,EN,1,,0,0,,0,0,1.124,0,Подтверждаю,22,Карачаево-Черкесская Республика,В городе / поселке / селе 100 тыс. и менее жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",83,Нет,Очень редко ,Скорее согласны ,Телевидение ,,,,,,,,,Одобряю  ,Затрудняюсь ответить  ,,,Скорее контролирует политическую ситуацию,,Затрудняюсь ответить,Полностью контролирует элиты,Затрудняюсь ответить,Полностью не соблюдаются,Полностью не соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1 Голосование не влияет на ситуацию в стране,Маловероятна,Денег хватает только на самое необходимое  ,Практически ничего не изменилось ,Затрудняюсь ответить,241,Qual0196-1602Russia,305,,,F,2sz8JTkDIajEbBC5PQb8lh,5,.75,1,,24281424,809,,anonymous,18-24,,305
01/04/2024 11:44,01/04/2024 11:49,IP Address,100,313,True,01/04/2024 11:49,R_2SjbLN50OiV3sSV,anonymous,EN,1,,0,0,,0,0,1.137,0,Подтверждаю,33,Республика Марий Эл,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),86,Нет,Иногда ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,Затрудняюсь ответить  ,Затрудняюсь ответить,,,,Большинство,Затрудняюсь ответить,Скорее соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,4,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало немного лучше, чем раньше ",Затрудняюсь ответить,271,Qual0196-1602Russia,313,,,F,3lz0zbJmWFEUrtXfLNErwH,5,.75,1,,24281424,809,,anonymous,25-34,,313
01/04/2024 11:45,01/04/2024 11:49,IP Address,100,241,True,01/04/2024 11:50,R_4ptoDk0oG09E6l4,anonymous,EN,,,0,0,,0,0,1.134,0,Подтверждаю,55,Архангельская область,В городе 250-500 тыс. жителей,Женский,Высшее образование (магистратура),,Нет,Не слежу  ,"В чем-то согласны, в чем-то нет ",Телевидение ,,,,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",Полностью контролирует политическую ситуацию ,,,,"Многие, но не большинство",Затрудняюсь ответить,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно оправданно,Затрудняюсь ответить,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,1 Голосование не влияет на ситуацию в стране,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало немного лучше, чем раньше ",Практически ничего не изменилось ,45,Qual0196-1602Russia,241,,,F,1ai4nSgPJWUpz1RPI1b1qT,5,.75,1,,24281424,809,,anonymous,55+,,241
01/04/2024 11:46,01/04/2024 11:50,IP Address,100,241,True,01/04/2024 11:50,R_6PbMJzfAIrnXAmE,anonymous,EN,0.899999976,,0,0,,0,0,1.108,0,Подтверждаю,25,Самарская область,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),87,Нет,Иногда ,Совершенно согласны,,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Затрудняюсь ответить  ,"Подчиняться закону во всех случаях, без исключений ",Полностью контролирует политическую ситуацию ,,,,Подавляющее большинство,Затрудняюсь ответить,Скорее соблюдаются,Скорее не соблюдаются,Скорее соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,5 Голосование влияет на ситуацию в стране,Маловероятна,В настоящее время Вы можете практически ни в чем себе не отказывать ,"Стало значительно лучше, чем раньше ","Стало немного хуже, чем раньше ",201,Qual0196-1602Russia,241,,,F,4VTUX0SXyJGTbUH94Un2tU,5,.75,1,,24281424,809,,anonymous,25-34,,241
01/04/2024 11:47,01/04/2024 11:50,IP Address,100,184,True,01/04/2024 11:50,R_8ZQDE3n4SiM2ryG,anonymous,EN,0.899999976,,,,,0,0,1.412,0,Подтверждаю,52,Санкт-Петербург,Санкт-Петербург,Женский,Незаконченное высшее (не менее трех курсов вуза),86,Нет,Не слежу  ,Скорее согласны ,Телевидение ,,,,,,,,,Затрудняюсь ответить  ,Затрудняюсь ответить  ,,,Затрудняюсь ответить,,Затрудняюсь ответить,Затрудняюсь ответить,Полностью не соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Затрудняюсь ответить  ,"Стало немного лучше, чем раньше ",381,Qual0196-1602Russia,184,,,F,2oUcK5BzfF3kAQrwFFkJmp,5,.75,1,,24281424,809,,anonymous,45-54,,184
01/04/2024 11:47,01/04/2024 11:50,IP Address,100,207,True,01/04/2024 11:50,R_22uD4VaakjVVFyV,anonymous,EN,0.899999976,,0,0,,0,0,1.131,0,Подтверждаю,42,Самарская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (магистратура),81,Нет,Иногда ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Не одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,Вовсе не контролирует политическую ситуацию,,Практически никто,Вовсе не контролирует элиты,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,1 Голосование не влияет на ситуацию в стране,Затрудняюсь ответить,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна ","Стало немного хуже, чем раньше ","Стало значительно хуже, чем раньше ",99,Qual0196-1602Russia,207,,,F,5nHduzBHspnohqp9B4NU9M,5,.75,1,,24281424,809,,anonymous,35-44,,207
01/04/2024 11:42,01/04/2024 11:50,IP Address,100,508,True,01/04/2024 11:50,R_8LnvVL1MAawiGoE,anonymous,EN,1,,0,0,,0,0,1.112,0,Подтверждаю,23,Свердловская область,В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (бакалавриат / специалитет),80,Да,Иногда ,Совершенно согласны,,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Затрудняюсь ответить  ,Затрудняюсь ответить  ,,,Отказ от ответа,,Большинство,Отказ от ответа,Скорее соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Затрудняюсь ответить,Полностью не оправдано,Затрудняюсь ответить,Скорее не оправдано,Скорее не оправдано,5 Голосование влияет на ситуацию в стране,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,Затрудняюсь ответить,390,Qual0196-1602Russia,508,,,F,0AtWmv4sSrG2RSkGUWj29J,5,.75,1,,24281424,809,,anonymous,18-24,,508
01/04/2024 11:46,01/04/2024 11:51,IP Address,100,298,True,01/04/2024 11:51,R_3K71h9gpwwJcK86,anonymous,EN,1,,0,0,,0,0,1.101,0,Подтверждаю,52,Москва,Москва,Женский,Высшее образование (магистратура),87,Нет,Постоянно ,"В чем-то согласны, в чем-то нет ",,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Не одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,Скорее не контролирует политическую ситуацию,,"Многие, но не большинство",Скорее не контролирует элиты,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,1 Голосование не влияет на ситуацию в стране,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало значительно хуже, чем раньше ","Стало значительно хуже, чем раньше ",77,Qual0196-1602Russia,298,,,F,2P8RYZZGfv4dGIR63ELj9j,5,.75,1,,24281424,809,,anonymous,45-54,,298
01/04/2024 11:45,01/04/2024 11:51,IP Address,100,377,True,01/04/2024 11:51,R_6wnv2MNrX1pwKjF,anonymous,EN,1,,0,0,,0,0,1.351,0,Подтверждаю,23,Курская область,В городе 250-500 тыс. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",,Да,Очень редко ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,,,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,,Затрудняюсь ответить,Подавляющее большинство,Скорее не контролирует элиты,Скорее соблюдаются,Полностью соблюдаются,Скорее соблюдаются,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало немного лучше, чем раньше ","Стало немного лучше, чем раньше ",72,Qual0196-1602Russia,377,,,F,07RNnrcTtYRFqtLOAw8K3F,5,.75,1,,24281424,809,,anonymous,18-24,,377
01/04/2024 11:45,01/04/2024 11:51,IP Address,100,372,True,01/04/2024 11:51,R_21it88CEtmPJBfN,anonymous,EN,0.899999976,,0,0,,0,0,1.163,0,Подтверждаю,27,Москва,Москва,Женский,Высшее образование (бакалавриат / специалитет),86,Нет,Очень редко ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,Затрудняюсь ответить  ,Полностью контролирует политическую ситуацию ,,,,Подавляющее большинство,Полностью контролирует элиты,Скорее соблюдаются,Затрудняюсь ответить,Скорее соблюдаются,Совершенно оправданно,Совершенно оправданно,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,"Стало немного лучше, чем раньше ",187,Qual0196-1602Russia,372,,,F,15jPqRMvBIaVBjUZFkfAyt,5,.75,1,,24281424,809,,anonymous,25-34,,372
01/04/2024 11:44,01/04/2024 11:51,IP Address,100,427,True,01/04/2024 11:51,R_4qEQ4ps7kWTGfAJ,anonymous,EN,1,,0,0,,0,0,1.914,0,Подтверждаю,39,Москва,Москва,Женский,Высшее образование (бакалавриат / специалитет),82,Нет,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,Радио ,Узнаю новости от родственников и знакомых ,Не слежу за новостями ,,,Не одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,Полностью контролирует политическую ситуацию ,,Подавляющее большинство,Вовсе не контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно оправданно,Скорее не оправдано,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,1 Голосование не влияет на ситуацию в стране,Очень вероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало значительно хуже, чем раньше ","Стало значительно хуже, чем раньше ",98,Qual0196-1602Russia,427,,,F,17WGLfuQCjZ3dol4dXsRdj,5,.75,1,,24281424,809,,anonymous,35-44,,427
01/04/2024 11:46,01/04/2024 11:51,IP Address,100,335,True,01/04/2024 11:51,R_4enbv4iWRlNreHZ,anonymous,EN,0.899999976,,0,0,,0,0,1.866,0,Подтверждаю,29,Самарская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (магистратура),87,Да,Очень редко ,Скорее согласны ,,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",Скорее контролирует политическую ситуацию,,,,Большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,4,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,Практически ничего не изменилось ,104,Qual0196-1602Russia,335,,,F,5D5g9T5jbVpVYkrhK0lcbh,5,.75,1,,24281424,809,,anonymous,25-34,,335
01/04/2024 11:46,01/04/2024 11:51,IP Address,100,336,True,01/04/2024 11:51,R_3OURFe1WLZ0F5wk,anonymous,EN,0.899999976,,0,0,,0,0,1.192,0,Подтверждаю,37,Самарская область,В городе 500 тыс.-1 млн. жителей,Женский,"Законченное среднее образование (школа, лицей, гимназия)",,Нет,Иногда ,Совершенно согласны,,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",Скорее контролирует политическую ситуацию,,,,Большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Скорее не оправдано,Затрудняюсь ответить,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Затрудняюсь ответить,Маловероятна,Денег хватает только на самое необходимое  ,"Стало значительно хуже, чем раньше ","Стало значительно хуже, чем раньше ",92,Qual0196-1602Russia,336,,,F,6fY7VcATUFbjhds5DjkUEo,5,.75,1,,24281424,809,,anonymous,35-44,,336
01/04/2024 11:46,01/04/2024 11:51,IP Address,100,304,True,01/04/2024 11:51,R_2THSBk365cSXIAE,anonymous,EN,1,,0,0,,0,0,1.03,0,Подтверждаю,23,Республика Башкортостан,В городе / поселке / селе 100 тыс. и менее жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",79,Да,Очень редко ,Совершенно согласны,,Социальные сети и мессенджеры ,,,,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,Полностью контролирует политическую ситуацию ,,,Подавляющее большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Скорее не оправдано,Скорее не оправдано,1 Голосование не влияет на ситуацию в стране,Очень вероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало значительно лучше, чем раньше ","Стало немного лучше, чем раньше ",40,Qual0196-1602Russia,304,,,F,0NL5KI4lVh8sySt7oABPYK,5,.75,1,,24281424,809,,anonymous,18-24,,304
01/04/2024 11:45,01/04/2024 11:52,IP Address,100,396,True,01/04/2024 11:52,R_2QuAXHH3YSUbCam,anonymous,EN,1,,0,0,,0,0,1.165,0,Подтверждаю,40,Ярославская область,В городе / поселке / селе 100 тыс. и менее жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",81,Нет,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",Полностью контролирует политическую ситуацию ,,,,Большинство,Скорее контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало немного хуже, чем раньше ",Затрудняюсь ответить,210,Qual0196-1602Russia,396,,,F,7C8HfZsAtbJiI7QoCx3nSa,5,.75,1,,24281424,809,,anonymous,35-44,,396
01/04/2024 11:47,01/04/2024 11:53,IP Address,100,345,True,01/04/2024 11:53,R_4CybYsRAcMw86Uu,anonymous,EN,0.899999976,,0,0,,0,0,1.224,0,Подтверждаю,37,Самарская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),90,Да,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,Газеты и журналы (в т.ч. их электронные версии) ,Интернет-ресурсы ,Радио ,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,Полностью контролирует политическую ситуацию ,,,Подавляющее большинство,Полностью контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна ","Стало немного лучше, чем раньше ","Стало значительно лучше, чем раньше ",115,Qual0196-1602Russia,345,,,F,3w1xZnIkZiSjDayEqg6YYM,5,.75,1,,24281424,809,,anonymous,35-44,,345
01/04/2024 11:47,01/04/2024 11:53,IP Address,100,393,True,01/04/2024 11:53,R_6U5AgTlye9wbTUX,anonymous,EN,1,,0,0,,0,0,1.026,0,Подтверждаю,47,Москва,Москва,Женский,Высшее образование (бакалавриат / специалитет),87,Да,Иногда ,Совершенно согласны,Телевидение ,,,,,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,Скорее контролирует политическую ситуацию,,,Подавляющее большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,3,Невероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,"Стало немного хуже, чем раньше ",76,Qual0196-1602Russia,393,,,F,4wsDnNZYyKj3lUm4Gn7P45,5,.75,1,,24281424,809,,anonymous,45-54,,393
01/04/2024 11:49,01/04/2024 11:53,IP Address,100,243,True,01/04/2024 11:53,R_8YFGVKaZJ9aLxLi,anonymous,EN,1,,0,0,,0,0,1.242,0,Подтверждаю,47,Нижегородская область,В городе 100-250 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),87,Да,Постоянно ,Совершенно согласны,Телевидение ,,,,,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,,,Полностью контролирует политическую ситуацию ,Подавляющее большинство,Полностью контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Полностью не оправдано,Совершенно оправданно,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,Денег хватает только на самое необходимое  ,Практически ничего не изменилось ,Практически ничего не изменилось ,73,Qual0196-1602Russia,243,,,F,4YtOoePJKZaMvbliATbC16,5,.75,1,,24281424,809,,anonymous,45-54,,243
01/04/2024 11:46,01/04/2024 11:54,IP Address,100,481,True,01/04/2024 11:54,R_4WbOyMtGJZME6cx,anonymous,EN,1,,0,0,,0,0,1.083,0,Подтверждаю,29,Свердловская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),85,Да,Иногда ,"В чем-то согласны, в чем-то нет ",Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,Скорее контролирует политическую ситуацию,,,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Затрудняюсь ответить,Скорее не оправдано,Затрудняюсь ответить,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,3,Вполне вероятна,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна ","Стало немного лучше, чем раньше ",Практически ничего не изменилось ,110,Qual0196-1602Russia,481,,,F,1pmNNYCkMbTokIZTPhIJvz,5,.75,1,,24281424,809,,anonymous,25-34,,481
01/04/2024 11:48,01/04/2024 11:54,IP Address,100,348,True,01/04/2024 11:54,R_2ilZ179xUl0ahz6,anonymous,EN,0.899999976,,0,0,,0,0,1.182,0,Подтверждаю,43,Брянская область,В городе / поселке / селе 100 тыс. и менее жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",88,Нет,Очень редко ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,,,,,,,Одобряю  ,Затрудняюсь ответить  ,,Полностью контролирует политическую ситуацию ,,,Подавляющее большинство,Полностью контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Отказ от ответа,Отказ от ответа,Затрудняюсь ответить,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Затрудняюсь ответить,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности ",Практически ничего не изменилось ,"Стало значительно лучше, чем раньше ",136,Qual0196-1602Russia,348,,,F,03sEshuhNxgdg1OMA4Crrx,5,.75,1,,24281424,809,,anonymous,35-44,,348
01/04/2024 11:46,01/04/2024 11:54,IP Address,100,481,True,01/04/2024 11:54,R_3ixssSgco5ZDOco,anonymous,EN,1,,0,0,,0,0,1.092,0,Подтверждаю,31,Брянская область,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),80,Нет,Не слежу  ,Совершенно согласны,,Социальные сети и мессенджеры ,,,,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",Затрудняюсь ответить,,,,Большинство,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее соблюдаются,Совершенно оправданно,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,5 Голосование влияет на ситуацию в стране,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало немного лучше, чем раньше ",Затрудняюсь ответить,140,Qual0196-1602Russia,481,,,F,4GZtTI4d2Yfhh5DoMoHyUo,5,.75,1,,24281424,809,,anonymous,25-34,,481
01/04/2024 11:44,01/04/2024 11:54,IP Address,100,599,True,01/04/2024 11:54,R_5immFztjATTdQ09,anonymous,EN,1,,0,0,,0,0,1.244,0,Подтверждаю,36,Москва,Москва,Женский,Высшее образование (магистратура),83,Нет,Иногда ,Скорее согласны ,Телевидение ,Социальные сети и мессенджеры ,Газеты и журналы (в т.ч. их электронные версии) ,Интернет-ресурсы ,Радио ,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,Затрудняюсь ответить  ,,,Полностью контролирует политическую ситуацию ,,Большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее не оправдано,Затрудняюсь ответить,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало немного лучше, чем раньше ","Стало немного лучше, чем раньше ",195,Qual0196-1602Russia,599,,,F,359meQrIK1YRJ0xMJERbgJ,5,.75,1,,24281424,809,,anonymous,35-44,,599
